Achn020151|Achinensis	Uncharacterized protein	Dehydrin-like protein (Fragment)	Cold shock protein CS66	Dehydrin 5	85 kDa cold acclimation protein	Dehydrin 2	Dehydrin DHN5	Dehydrin 7	Dehydrin	Putative dehydrin (Fragment)
Achn095551|Achinensis	Dehydrin protein	Putative uncharacterized protein	Dehydrin 2	Putative uncharacterized protein	Dehydrin 1	Dehydrin 1	Dehydrin	Dehydrin	Dehydrin	Uncharacterized protein
Achn343961|Achinensis	Putative uncharacterized protein	Dehydrin 2	Putative uncharacterized protein	Dehydrin protein	Dehydrin 1	Putative dehydrin (Fragment)	Dehydrin 2	Dehydrin 1	Dehydrin 7	Uncharacterized protein
Achn132121|Achinensis	Dehydrin protein	Phosphoprotein ECPP44, putative	Dehydrin 1	Cold-stress inducible protein	Dehydrin 1	Dehydrin 2	Dehydrin-like protein	Dehydrin-like protein	Dehydrin	25 kDa protein dehydrin
evm_27.model.AmTr_v1.0_scaffold00001.295|Atrichopoda	Uncharacterized protein	Dehydrin	Uncharacterized protein	Phosphoprotein ECPP44, putative	Dehydrin	Dehydrin	Dhn1 protein (Fragment)	Dehydrin	Dehydrin	Dehydrin
evm_27.model.AmTr_v1.0_scaffold00004.97|Atrichopoda	Uncharacterized protein	Dehydrin	Cold stress-induced protein	Dehydrin 13	Dehydrin 13	Uncharacterized protein	Dehydrin 13	Dehydrin 13	Dehydrin 13	Cold stress protein (Fragment)
evm_27.model.AmTr_v1.0_scaffold00082.27|Atrichopoda	Uncharacterized protein	Dehydrin-like protein (Fragment)	Dehydrin	Uncharacterized protein	Dehydrin 3	Uncharacterized protein	Dehydrin (Fragment)	Uncharacterized protein	Dehydrin	Dhn1 protein
Brara.C04012|Brapa	Uncharacterized protein	Stress protein	Water stress-induced protein	Water stress induced protein	Uncharacterized protein	At1g54410	Water stress-induced protein, putative	Putative uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein
Brara.G03414|Brapa	Uncharacterized protein	Pollen coat protein	Pollen coat protein	Uncharacterized protein	Uncharacterized protein	Dehydrin	Uncharacterized protein	Uncharacterized protein	Dehydrin protein	Dehydrin ERD14
Brara.G02195|Brapa	Uncharacterized protein	Uncharacterized protein	Pollen coat protein	Uncharacterized protein	Pollen coat protein	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin ERD14	Dehydrin protein
Brara.B02255|Brapa	Uncharacterized protein	Dehydrin	Uncharacterized protein	Uncharacterized protein	Pollen coat protein	Pollen coat protein	Uncharacterized protein	Uncharacterized protein	Dehydrin ERD14	Dehydrin protein
Brara.F01455|Brapa	Uncharacterized protein	Dehydrin	Dehydrin (Fragment)	Uncharacterized protein	Dehydrin	Cold-regulated protein	Cold-regulated protein Cor25	Uncharacterized protein	Uncharacterized protein	Dehydrin ERD10
Brara.G01101|Brapa	Uncharacterized protein	Cold-regulated protein	Cold-regulated protein Cor25	Uncharacterized protein	Dehydrin	Dehydrin (Fragment)	Uncharacterized protein	Dehydrin	Dehydrin ERD10	Uncharacterized protein
Brara.H00486|Brapa	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	At4g38410	Putative uncharacterized protein	Putative cold-regulated protein	85 kDa cold acclimation protein	Dehydrin 5	Dehydrin DHN5	Dehydrin
Brara.I04639|Brapa	Dehydrin	Dehydrin	Uncharacterized protein	Late embryogenesis abundant protein	Predicted protein	Uncharacterized protein	Uncharacterized protein	Probable dehydrin LEA	48 kDa dehydrin-like protein	Dehydrin 3
Brara.I00913|Brapa	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin Rab18	Putative uncharacterized protein	Dehydrin Rab18	48 kDa dehydrin-like protein	Dehydrin 3
Brara.I03437|Brapa	Uncharacterized protein	Uncharacterized protein	Dehydrin Xero 1	Putative uncharacterized protein	Dehydrin Xero 2	Dehydrin 3	Uncharacterized protein	Predicted protein	Uncharacterized protein	Putative uncharacterized protein (Fragment)
Brara.B03992|Brapa	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Dehydrin Rab18	Dehydrin Rab18	Uncharacterized protein	Putative uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin 3
Eucgr.I01292|Egrandis	48 kDa dehydrin-like protein	Putative dehydrin LEA	Uncharacterized protein	Late embryogenesis abundant protein, putative	Uncharacterized protein	60 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin	Dehydrin protein	Dehydrin
Gorai.005G245900|Graimondii	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin	Dehydrin	Dehydrin protein	Putative uncharacterized protein
Migut.L01868|Mguttatus	Uncharacterized protein	Drought-induced protein	Dehydrin	Uncharacterized protein	Cold stress-induced protein	Low temperature inducible SLTI66	Uncharacterized protein	Putative uncharacterized protein	SRC1	DHN1
Migut.H02513|Mguttatus	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin 3	44 kDa dehydrin-like protein	Dehydrin DHN1	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin 2	Dehydrin DH1b	Abscisic acid response protein
Migut.B00209|Mguttatus	Uncharacterized protein	Uncharacterized protein	48 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin DH2b	44 kDa dehydrin-like protein	Dehydrin DH2a	Putative uncharacterized protein	Uncharacterized protein	DH2 dehydrin
Migut.C00923|Mguttatus	Dehydrin (Fragment)	Dehydration protein (Fragment)	Dehydrin	Bdn1 (Fragment)	Dehydrin	Dehydrin 1	Dehydrin 1	Dehydrin-like protein	Dehydrin-like protein	Dehydrin protein
Medtr6g084640|Mtruncatula	Cold-acclimation specific protein 31	Uncharacterized protein	Y2K4 dehydrin variant G3 (Fragment)	Uncharacterized protein	Y2K4 dehydrin variant G2 (Fragment)	Dehydrin	Cold-acclimation specific protein 30	Y2K4 dehydrin variant G1 (Fragment)	Y2K4 dehydrin variant G2 (Fragment)	Y2K4 dehydrin variant G2 (Fragment)
LOC_Os01g50700|Osativa	Dehydrin Rab25	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin	Uncharacterized protein	Uncharacterized protein (Fragment)	Dehydrin
Phpat.003G055500|Ppatens	Predicted protein	Predicted protein	Predicted protein	Putative uncharacterized protein (Fragment)	Late embryogenesis abundant type 2 dehydrin-like protein	Uncharacterized protein	Late embryogenesis abundant type 2 dehydrin-like protein	Orf protein	Dehydrin 3	Late embryogenesis abundant type 2 dehydrin-like protein
Phpat.005G044800|Ppatens	Predicted protein	85 kDa cold acclimation protein	Uncharacterized protein	Dehydrin Xero 2	Putative uncharacterized protein	Uncharacterized protein	Dehydrin (Fragment)	Uncharacterized protein	Dehydrin (Fragment)	Dehydrin (Fragment)
Phpat.004G078700|Ppatens	Predicted protein	Predicted protein	Dehydrin 1 (Fragment)	Dehydrin 1 (Fragment)	Dehydrin 1 (Fragment)	Dehydrin 1 (Fragment)	Dehydrin 1 (Fragment)	Dehydrin 1 (Fragment)	Dehydrin 1 protein (Fragment)	Dehydrin 1 (Fragment)
Phpat.013G071500|Ppatens	Predicted protein	85 kDa cold acclimation protein	Predicted protein	Uncharacterized protein	Dehydrin 1 (Fragment)	Dehydrin 1 (Fragment)	Dehydrin Xero 2	Cold acclimation protein 1	Cold acclimation protein 1	Putative uncharacterized protein (Fragment)
Potri.004G158500|Ptrichocarpa	Uncharacterized protein	Dehydrin 6	Uncharacterized protein	Dehydrin 5	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Late embryogenesis abundant protein, putative	Dehydrin protein	Dehydrin	60 kDa dehydrin-like protein
Pavir.J31267|Pvirgatum	Putative uncharacterized protein Sb01g013000	Dehydrin 13	Dehydrin 13	Water-stress inducible protein	Os03g0655400 protein	85 kDa cold acclimation protein	Dehydrin 13	Dehydrin 13	Uncharacterized protein	Dehydrin 13
Pavir.J14171|Pvirgatum	Cold shock protein CS66	Uncharacterized protein	Dehydrin 5	Dehydrin DHN5	Dehydrin	Dehydrin DHN1	Dehydrin1	Cold shock protein CS66	RAB17 protein	Dehydrin-/LEA group 2-like protein
Pavir.Ia01114|Pvirgatum	Putative uncharacterized protein Sb01g013000	Dehydrin 13	Dehydrin 13	Dehydrin 13	Dehydrin 13	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin 13	LIP5
Pavir.Ea02542|Pvirgatum	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Dehydrin Rab25	Uncharacterized protein	Dehydrin	Uncharacterized protein
Pavir.Ab01356|Pvirgatum	Uncharacterized protein	Dehydrin 5	Dehydrin	Dehydrin DHN5	Cold shock protein CS66	Dehydrin1	Dehydrin DHN1	RAB17 protein	Lea2	Dehydrin
Pavir.Ib04153|Pvirgatum	Putative uncharacterized protein Sb01g013000	Dehydrin 13	Dehydrin 13	Dehydrin 13	Dehydrin 13	Uncharacterized protein	Uncharacterized protein	Dehydrin 13	Uncharacterized protein	LIP5
Pavir.Aa00887|Pvirgatum	Uncharacterized protein	Putative uncharacterized protein Sb04g032250	Uncharacterized protein	Dehydrin COR410	Dehydrin COR410	Dehydrin	Dehydrin	DHN2-like protein	Dehydration-stress inducible protein 1	Uncharacterized protein
Pavir.Hb00975|Pvirgatum	Uncharacterized protein	Uncharacterized protein	Putative RAB protein	Uncharacterized protein	Dehydrin 3	Dehydrin 5	Dehydrin DHN1	Dehydrin DHN5	Dehydrin	Dehydrin DHN3
Pavir.Cb00662|Pvirgatum	Uncharacterized protein	Dehydrin 3	Putative uncharacterized protein	Putative uncharacterized protein Sb10g003700	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Predicted protein
Pavir.J04551|Pvirgatum	Uncharacterized protein	Putative uncharacterized protein Sb04g032250	Uncharacterized protein	Dehydrin COR410	Dehydrin	Dehydrin COR410	Dehydrin	DHN2-like protein	Dehydration-stress inducible protein 1	Uncharacterized protein
Sobic.010G041900|Sbicolor	Putative uncharacterized protein Sb10g003700	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin 3	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein
Sobic.009G116700|Sbicolor	Dehydrin	Dehydrin	Dehydrin 5	Dehydrin DHN5	Dehydrin	Dehydrin1	Dehydrin DHN1	RAB17 protein	Lea2	Uncharacterized protein
Sobic.004G286600|Sbicolor	Putative uncharacterized protein Sb04g032250	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin	Dehydrin COR410	Dehydrin COR410	DHN2-like protein	Dehydration-stress inducible protein 1	Uncharacterized protein
Sobic.003G270200|Sbicolor	Putative uncharacterized protein Sb03g032255 (Fragment)	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin	Uncharacterized protein	Uncharacterized protein	Dehydrin Rab25	Uncharacterized protein	Putative uncharacterized protein
Sobic.001G149500|Sbicolor	Putative uncharacterized protein Sb01g013000	Dehydrin 13	Dehydrin 13	Dehydrin 13	Uncharacterized protein	Dehydrin 13	Dehydrin family protein, expressed	LIP5	Uncharacterized protein	Dehydrin 13
PITA_000086992-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)
PITA_000094784-RA|Ptaeda	Predicted protein	Dehydrin	Dehydrin	Dehydrin	Putative dehydrin	Dehydrin	Dehydrin	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin 9 (Fragment)
PITA_000087634-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)
PITA_000064607-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin 3 (Fragment)	Dehydrin 5 (Fragment)	Dehydrin 7 (Fragment)	Dehydrin 5 (Fragment)	Dehydrin 5 (Fragment)	Dehydrin 7 (Fragment)	Dehydrin	Dehydrin 7 (Fragment)
PITA_000078888-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin-like protein	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)
PITA_000008706-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)
PITA_000008705-RA|Ptaeda	Putative dehydrin	Putative uncharacterized protein	Dehydrin-like protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin	Dehydrin 9 (Fragment)	Dehydrin	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)
PITA_000008704-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)
PITA_000008703-RA|Ptaeda	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Putative dehydrin	Dehydrin 9 protein (Fragment)	Putative uncharacterized protein
PITA_000000201-RA|Ptaeda	Dehydrin	Putative uncharacterized protein	Dehydrin 1 protein (Fragment)	Dehydrin 1 protein (Fragment)	Dehydrin	Dehydrin 1 protein (Fragment)	Dehydrin 1 protein (Fragment)	Dehydrin 1 protein (Fragment)	Dehydrin 1 protein (Fragment)	Dehydrin 1 protein (Fragment)
PITA_000000200-RA|Ptaeda	Dehydrin	Dehydrin	Dehydrin	Dehydrin	Dehydrin	Dehydrin 9 protein (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)
PITA_000050018-RA|Ptaeda	Dehydrin	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrative stress response protein (Fragment)
PITA_000095704-RA|Ptaeda	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1	Cold acclimation protein 1	Dehydrin 3	Cold acclimation protein CAP1.2	Dehydrin	Cold acclimation protein Picg5-1	Dehydrin-like protein (Fragment)	Putative uncharacterized protein
PITA_000074804-RA|Ptaeda	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1	Cold acclimation protein 1	Cold acclimation protein CAP1.2	Putative uncharacterized protein	Cold acclimation protein Picg5-1	Cold acclimation protein Picg5-2b (Fragment)	Putative cold acclimation protein (Fragment)	Cold acclimation protein Picg5-2a (Fragment)
PITA_000075731-RA|Ptaeda	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1	Cold acclimation protein 1	Putative uncharacterized protein	Cold acclimation protein CAP1.2	Cold acclimation protein Picg5-1	Cold acclimation protein Picg5-2b (Fragment)	Putative cold acclimation protein (Fragment)	Cold acclimation protein Picg5-2a (Fragment)
PITA_000089444-RA|Ptaeda	Dehydrin 7 (Fragment)	Dehydrin 7 (Fragment)	Dehydrin 7 (Fragment)	Dehydrin	Dehydrin	Dehydrin 5 (Fragment)	Dehydrin 7 (Fragment)	Dehydrin 5 (Fragment)	Dehydrin	Dehydrin 5 (Fragment)
PITA_000092564-RA|Ptaeda	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1	Cold acclimation protein 1	Cold acclimation protein CAP1.2	Putative uncharacterized protein	Dehydrin 3	Cold acclimation protein Picg5-1	Cold acclimation protein Picg5-2b (Fragment)	Cold acclimation protein Picg5-2a (Fragment)
PITA_000094676-RA|Ptaeda	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1	Cold acclimation protein 1	Cold acclimation protein CAP1.2	Putative uncharacterized protein	Cold acclimation protein Picg5-1	Cold acclimation protein Picg5-2b (Fragment)	Dehydrin 3	Cold acclimation protein Picg5-2a (Fragment)
Thhalv10008313m.g|Esalsugineum	Uncharacterized protein	Dehydrin	Uncharacterized protein	Dehydrin	Uncharacterized protein	Dehydrin ERD10	Cold-regulated protein	Uncharacterized protein	Cold-regulated protein Cor25	Dehydrin ERD10
Thhalv10026916m.g|Esalsugineum	Uncharacterized protein	Dehydrin family protein	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Predicted protein	44 kDa dehydrin-like protein	Dehydrin	Dehydrin	Uncharacterized protein
Si000953m.g|Sitalica	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Dehydrin Rab25	Dehydrin	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein
Capana02g000471|Cannuum	Dehydrin 3	Uncharacterized protein	85 kDa cold acclimation protein	Uncharacterized protein	Dehydrin	Dehydrin-like protein (Fragment)	Uncharacterized protein	Dehydrin DH2b	Dehydrin DH2a	Dehydrin 1
Capana02g000492|Cannuum	Uncharacterized protein	Uncharacterized protein	Dehydrin 3	Dehydrin 5	Dehydrin 1	Dehydrin protein	Dehydrin 1	Dehydrin DHN5	Late embryogenesis abundant protein, putative	Uncharacterized protein
Capana02g002739|Cannuum	Uncharacterized protein	TAS14 peptide	Abscisic acid and environmental stress-inducible protein TAS14	Abscisic acid and environmental stress-inducible protein TAS14	Dehydrin 3	Dehydrin DH1b	Dehydrin DH1a	Putative dehydrin (Fragment)	Putative dehydrin (Fragment)	Dehydrin
Capana02g002740|Cannuum	48 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Dhn1 protein	Dhn1 protein (Fragment)	44 kDa dehydrin-like protein	Dhn1 protein (Fragment)	Dehydrin	Dehydrin 3	60 kDa dehydrin-like protein
Capana04g000100|Cannuum	Dehydrin-like protein	Dehydrin-like protein	Cold-stress inducible protein	25 kDa protein dehydrin	ERD10C	Dehydrin	Dehydrin (Fragment)	Uncharacterized protein	Dehydrin (Fragment)	Dehydrin (Fragment)
Capana05g002209|Cannuum	Cold-inducible protein	Uncharacterized protein	DHN10	Dehydrin-like protein	Dehydrin	Cold stress protein (Fragment)	COR15	Dehydrin COR15	Dehydrin	Putative uncharacterized protein Sb01g013000
Capana05g002210|Cannuum	Cold-inducible protein	Uncharacterized protein	DHN10	Dehydrin	Dehydrin-like protein	Dehydrin COR15	COR15	Dehydrin	Cold stress protein (Fragment)	Uncharacterized protein
Capana08g002571|Cannuum	Uncharacterized protein	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin DH2b	DH2 dehydrin	Dehydrin DH2a	Uncharacterized protein	Uncharacterized protein	44 kDa dehydrin-like protein	Late embryogenesis abundant protein, putative
Capana08g002792|Cannuum	Dehydrin protein	Dehydrin 3	Uncharacterized protein	Dehydrin 1	Dehydrin	Phosphoprotein ECPP44, putative	Uncharacterized protein	Dehydrin	Dehydrin (Fragment)	Dehydrin (Fragment)
XP_006646247.1|Obrachyantha	Uncharacterized protein (Fragment)	Dehydrin Rab25	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin	Uncharacterized protein	Dehydrin
XP_006647663.1|Obrachyantha	Dehydration-stress inducible protein 1	Uncharacterized protein	Putative uncharacterized protein	SK3-type dehydrin	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	LEA protein	Uncharacterized protein	Dehydrin WZY1-2
XP_006650365.1|Obrachyantha	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein Sb01g013000	LIP5	Uncharacterized protein	Dehydrin family protein, expressed	Uncharacterized protein	Dehydrin 13	Dehydrin 13	Water-stress inducible protein
XP_006663425.1|Obrachyantha	Uncharacterized protein	Putative uncharacterized protein	Dehydrin family protein, expressed	Uncharacterized protein	Putative uncharacterized protein	Dehydrin	Predicted protein	Uncharacterized protein	Dehydrin 6	Dehydrin 6
XP_006662922.1|Obrachyantha	Uncharacterized protein	Dehydrin 3	Uncharacterized protein	Dehydrin Rab16D	Dehydrin Rab16D	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Water stress-inducible protein Rab21
XP_006662923.1|Obrachyantha	Uncharacterized protein	Uncharacterized protein	Putative dehydrin RAB	Dehydrin Rab16B	Dehydrin Rab16C	Uncharacterized protein	Dehydrin Rab16C	Dehydrin Rab16B	Uncharacterized protein	Water stress-inducible protein Rab21
XP_006662924.1|Obrachyantha	Uncharacterized protein	Water stress-inducible protein Rab21	Water stress-inducible protein Rab21	Uncharacterized protein	Dehydrin	Dehydrin-/LEA group 2-like protein	Uncharacterized protein	Dehydrin Rab16B	Uncharacterized protein	Dehydrin1
Cagra.2374s0005|Cgrandiflora	Uncharacterized protein	Dehydrin family protein	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	44 kDa dehydrin-like protein	Predicted protein	Dehydrin	Dehydrin	Uncharacterized protein
Cagra.27207s0001|Cgrandiflora	Uncharacterized protein	At1g54410	Water stress-induced protein, putative	Putative uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Water stress induced protein	Uncharacterized protein	Stress protein	Water stress-induced protein
Cagra.25489s0002|Cgrandiflora	Uncharacterized protein	Dehydrin ERD10	Putative uncharacterized protein	Dehydrin ERD10	Dehydrin protein	Dehydrin	Uncharacterized protein	Uncharacterized protein	Dehydrin	Uncharacterized protein
Cagra.25489s0001|Cgrandiflora	Uncharacterized protein	Cor29	Putative uncharacterized protein	Dehydrin COR47	Uncharacterized protein	Dehydrin ERD10	AT1G20440 protein	Dehydrin ERD10	Uncharacterized protein	Cold-regulated protein Cor25
Cagra.0799s0088|Cgrandiflora	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin ERD14	Uncharacterized protein	Dehydrin protein	Dehydrin	Uncharacterized protein	Pollen coat protein	Pollen coat protein
Cagra.1383s0028|Cgrandiflora	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	At4g38410	Putative uncharacterized protein	Putative cold-regulated protein	Cold shock protein CS66	Dehydrin 5	Dehydrin DHN5	Dehydrin
Cagra.2007s0059|Cgrandiflora	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Dehydrin Rab18	Dehydrin Rab18	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin 3	Dehydrin-like protein (Fragment)
Cagra.0926s0062|Cgrandiflora	Uncharacterized protein	Dehydrin Xero 2	Predicted protein	Putative uncharacterized protein (Fragment)	Dehydrin-like protein (Fragment)	Dehydrin	Dehydrin 3	Uncharacterized protein	Dehydrin (Fragment)	Uncharacterized protein
Cagra.0926s0063|Cgrandiflora	Uncharacterized protein	Putative uncharacterized protein	Dehydrin Xero 1	Dehydrin 3	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin Xero 2	Uncharacterized protein	Predicted protein
Bv6_126000_msqq.t1|Bvulgaris	Dehydrin 3	48 kDa dehydrin-like protein	Dehydrin-like protein (Fragment)	Dehydrin	44 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin 1	Uncharacterized protein	Dehydrin DH1b	Dehydrin DH1a
Bv9_218990_uifq.t1|Bvulgaris	Dehydrin 3	Dehydrin	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin 5	Dehydrin DHN5	Uncharacterized protein	Dehydrin	Dehydrin (Fragment)	Dehydrin
Bv9_223210_acha.t1|Bvulgaris	48 kDa dehydrin-like protein	Dehydrin 3	Uncharacterized protein	Putative dehydrin LEA	44 kDa dehydrin-like protein	Dehydrin 4	Putative uncharacterized protein	Late embryogenesis abundant protein, putative	Dehydrin protein	Late embryogenesis abundant protein group 2 protein dehydrin
Bv_34440_phes.t1|Bvulgaris	Dehydrin	85 kDa cold acclimation protein	Dehydrin	Dehydrin	Dehydrin	Dehydrin 1	Dehydrin protein	Dehydrin	Dehydrin 1	Phosphoprotein ECPP44, putative
SapurV1A.0016s0910|Spurpurea	Dehydrin 2	Putative dehydrin (Fragment)	Uncharacterized protein	Dehydrin 7	Dehydrin 10 (Fragment)	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin	85 kDa cold acclimation protein	Dehydrin (Fragment)
SapurV1A.2659s0010|Spurpurea	Dehydrin 9-1 (Fragment)	Uncharacterized protein	Uncharacterized protein	Dehydrin 3	Dehydrin 8 (Fragment)	Cold shock protein CS66	Dehydrin	Dehydrin 9-2 (Fragment)	Dehydrin 5	Dehydrin-like protein (Fragment)
SapurV1A.0573s0050|Spurpurea	Dehydrin family protein	Dehydrin	Dehydrin	Dhn1 protein (Fragment)	Dehydrin	Dehydrin	Dehydrin	Dehydrin	Dehydrin	Dehydrin 1
SapurV1A.5414s0010|Spurpurea	Dehydrin family protein	Dehydrin	Dehydrin	Dhn1 protein (Fragment)	Dehydrin	Dehydrin	Dehydrin	Dehydrin	Dehydrin	Dehydrin 1
SapurV1A.0432s0100|Spurpurea	Uncharacterized protein	Dehydrin 5	Dehydrin 6	Uncharacterized protein	Dehydrin protein	48 kDa dehydrin-like protein	Late embryogenesis abundant protein, putative	Dehydrin	Dehydrin	Putative uncharacterized protein
SapurV1A.5492s0010|Spurpurea	Uncharacterized protein	Dehydrin 5	Dehydrin 6	Uncharacterized protein	Dehydrin protein	Late embryogenesis abundant protein, putative	48 kDa dehydrin-like protein	Dehydrin	Dehydrin	Putative uncharacterized protein
SapurV1A.0564s0030|Spurpurea	Uncharacterized protein	Dehydrin 3	Dehydrin 9-2 (Fragment)	Dehydrin 9-1 (Fragment)	Cold stress protein (Fragment)	Dehydrin	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin 8 (Fragment)
SapurV1A.0732s0100|Spurpurea	Uncharacterized protein	Dehydrin 9-1 (Fragment)	Dehydrin 8 (Fragment)	Uncharacterized protein	Dehydrin 3	Dehydrin 9-2 (Fragment)	Uncharacterized protein	Dehydrin-like protein (Fragment)	Dehydrin	Dehydrin (Fragment)
SapurV1A.2014s0020|Spurpurea	Dehydrin 9-1 (Fragment)	Uncharacterized protein	Dehydrin	Uncharacterized protein	Dehydrin-like protein (Fragment)	Cold shock protein CS66	Dehydrin 8 (Fragment)	Dehydrin 3	Dehydrin 5	Dehydrin DHN5
SapurV1A.2014s0030|Spurpurea	Uncharacterized protein	Dehydrin 3	Dehydrin 9-1 (Fragment)	Uncharacterized protein	Cold shock protein CS66	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin 8 (Fragment)	Dehydrin 5	Dehydrin-/LEA group 2-like protein
Araha.12619s0007|Ahalleri	Putative uncharacterized protein	Dehydrin family protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	44 kDa dehydrin-like protein	Predicted protein	48 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein
